respondent_id,submitted_at,department,rating,nps,comment
R104729,2025-04-26,Sales,5,9,Genuinely love working here because communication is clear and helpful. Hope it stays this way.
R103455,2025-12-29,Support,4,7,BEST EXPERIENCE I'VE HAD BECAUSE LEADERSHIP IS TRANSPARENT. WOULD RECOMMEND.
R104795,2025-10-18,Marketing,3,6,"Not bad, not great because a few things work well but others need attention. Hope it stays this way."
R106149,2025-03-03,Engineering,4,9,The team is fantastic because the managers actually listen.
R103382,2025-11-08,People,1,2,Honestly disappointed because promises are never kept. Please look into it.
R103184,2025-02-24,Engineering,3,4,"Could go either way because good people, unclear direction. Thanks for asking."
R105666,2025-09-29,Operations,5,8,Everything has been excellent because comunication is clear and helpful. Please look into it.
R100585,2025-01-28,Operations,5,9,Genuinely love working here because leadership is transparent. Needs to change soon.
R102086,2025-12-09,Engineering,4,9,Everything has been excellent because leadership is transparent. Please look into it.
R101458,2025-08-25,Marketing,3,5,Could go either way because a few things work well but others need attention. Needs to change soon.
R105925,2025-08-20,Support,5,9,Genuinely love working here because communication is clear and helpful. Would recommend.
R103643,2025-08-12,Sales,2,3,Not a great experience at all because promises are never kept. Thanks for asking.
R103243,2025-05-18,Sales,5,10,So impressed with teh support because great work-life balance. Would reccomend.
R102966,2025-10-01,Sales,3,5,Could go either way because the basics are fine though support lags. Thanks for asking.
R100891,2025-12-01,Operations,2,4,Pretty let down lately because workload is overwhelming and unfair. Please look into it.
R101768,2025-01-01,Engineering,4,7,Couldn't ask for a better setup because onboarding was smooth and friendly.
R105006,2025-02-17,Sales,3,4,"Some good, some bad because decent tools but slow processes."
R106262,2025-11-13,Marketing,4,7,realy happy with how things are going because the managers actually listen. Needs to change soon.
R104347,2025-05-16,Support,1,2,NOT A GREAT EXPERIENCE AT ALL BECAUSE PROMISES ARE NEVER KEPT.
R106544,2025-09-22,Operations,4,7,Best experience I've had because teh tools we use are reliable. Needs to change soon.
R107261,2025-07-06,Marketing,4,7,Genuinely love working here because onboarding was smooth and friendly. Hope it stays this way.
R100893,2025-11-13,Engineering,4,9,Genuinely love working here because communication is clear and helpful. That's my honest take.
R100835,2025-08-11,Engineering,4,9,Couldn't ask for a better setup because my feedback gets acted on quickly. Needs to change soon.
R105420,2025-07-07,Sales,4,7,The team is fantastic because the managers actually listen. Would recommend.
R101384,2025-10-29,Sales,5,10,Couldn't ask for a better setup because onboarding was smooth and friendly. Needs to change soon.
R102008,2025-07-27,Support,3,5,"Average experience so far because good people, unclear direction. Please look into it."
R104134,2025-04-25,Marketing,3,5,"Some good, some bad because decent tools but slow processes. That's my honest take."
R100938,2025-06-17,Operations,4,8,Really happy with how things are going because onboarding was smooth and friendly. That's my honest take.
R107347,2025-05-29,Engineering,2,2,
R103053,2025-12-27,Engineering,1,2,
R102470,2025-09-05,Sales,5,10,teh team is fantastic because great work-life balance. Please look into it.
R101569,2025-01-28,Marketing,4,8,Genuinely love working here because the managers actually listen. Needs to change soon.
R104042,2025-03-14,Operations,2,4,Really unhappy with the situation because workload is overwhelming and unfair. Needs to change soon.
R105246,2025-07-23,Operations,4,9,The team is fantastic because great work-life balance. That's my honest take.
R107151,2025-11-25,Marketing,3,5,Could go either way because decent tools but slow processes. Thanks for asking.
R100207,2025-10-13,Operations,3,6,"Could go either way because good people, unclear direction. Needs to change soon."
R104981,2025-01-16,Marketing,3,4,"Mixed feelings honestly because good people, unclear direction. Please look into it."
R106362,2025-01-17,Operations,4,8,Genuinely love working here because leadership is transparent. Would reccomend.
R100492,2025-10-29,Operations,3,5,"Mixed feelings honestly because fine day to day, frustrating at month-end. Would recommend."
R105215,2025-08-28,Engineering,2,4,Honestly disappointed because management ignores our concerns.
R105716,2025-10-15,Engineering,3,4,
R106168,2025-01-12,Engineering,2,3,Not a great experience at all because promises are never kept.
R105139,2025-01-16,Marketing,4,9,Best experience I've had because my feedback gets acted on quickly. Hope it stays this way.
R107177,2025-01-12,Support,4,7,The team is fantastic because onboarding was smooth and friendly. Would recommend.
R105702,2025-11-25,Support,5,9,Genuinely love working here because leadership is transparent. Please look into it.
R104516,2025-08-16,Engineering,4,7,So impressed with the support because communication is clear and helpful. Thanks for asking.
R107788,2025-01-28,Marketing,5,10,Genuinely love working here because my feedback gets acted on quickly. Needs to change soon.
R101178,2025-03-05,Operations,4,9,Genuinely love working here because the managers actually listen. Would recommend.
R104568,2025-05-19,Operations,4,8,Best experience I've had because my feedback gets acted on quickly. Hope it stays this way.
R101843,2025-02-03,People,2,3,The whole thing feels broken because the tools crash constantly. That's my honest take.
R106546,2025-01-23,Sales,4,7,Genuinely love working here because leadership is transparent. Needs to change soon.
R106152,2025-08-01,Marketing,4,8,Couldn't ask for a better setup because my feedback gets acted on quickly.
R107090,2025-10-09,Support,3,5,Average experience so far because the basics are fine though support lags. Please look into it.
R104322,2025-09-28,Operations,2,2,The whole thing feels broken because management ignores our concerns. Please look into it.
R106247,2025-01-16,Engineering,4,8,So impressed with the support because the managers actually listen. Needs to change soon.
R107465,2025-04-02,Support,5,9,Really happy with how things are going because communication is clear and helpful. Hope it stays this way.
R104821,2025-08-10,Marketing,3,5,"Not bad, not great because fine day to day, frustrating at month-end. Hope it stays this way."
R102583,2025-05-29,Operations,4,9,Everything has been excellent because onboarding was smooth and friendly. Would recommend.
R101578,2025-04-13,Engineering,4,9,Really happy with how things are going because the tools we use are reliable. Needs to change soon.
R101738,2025-12-08,Engineering,3,5,Could go either way because a few things work well but others need attention. Would recommend.
R104310,2025-08-04,Marketing,3,5,"Not bad, not great because a few things work well but others need attention. Needs to change soon."
R102650,2025-07-18,Marketing,4,7,The team is fantastic because my feedback gets acted on quickly. Would recommend.
R100766,2025-09-24,Engineering,5,8,Everything has been excellent because onboarding was smooth and friendly.
R100563,2025-07-31,Engineering,2,4,
R101144,2025-02-16,Engineering,3,5,It's okay overall because a few things work well but others need attention. Thanks for asking.
R102849,2025-06-07,Marketing,1,2,Honestly disappointed because the process is slow and confusing. Thanks for asking.
R106723,2025-12-24,Marketing,1,2,I keep running into problems because the process is slow and confusing. That's my honest take.
R101670,2025-04-24,Support,5,10,Everything has been excellent because teh managers actually listen. Needs to change soon.
R103225,2025-06-16,Support,5,10,Best experience I've had because the managers actually listen. Hope it stays this way.
R101472,2025-04-21,Support,4,7,Best experience I've had because communication is clear and helpful. Hope it stays this way.
R106709,2025-01-11,Sales,5,9,Genuinely love working here because onboarding was smooth and friendly. Needs to change soon.
R100860,2025-11-06,Operations,5,9,teh team is fantastic because onboarding was smooth and friendly. That's my honest take.
R100354,2025-07-12,Sales,3,6,Average experience so far because the basics are fine though support lags. That's my honest take.
R107633,2025-10-01,Sales,5,8,REALLY HAPPY WITH HOW THINGS ARE GOING BECAUSE ONBOARDING WAS SMOOTH AND FRIENDLY. HOPE IT STAYS THIS WAY.
R101397,2025-04-18,Marketing,5,9,Couldn't ask for a better setup because the managers actually listen. Would recommend.
R103262,2025-09-24,Sales,3,6,"Some good, some bad because improving slowly but still gaps. Thanks for asking."
R105782,2025-07-27,Engineering,4,9,
R107885,2025-11-09,Operations,4,8,Really happy with how things are going because onboarding was smooth and friendly. Hope it stays this way.
R100579,2025-10-01,Support,4,7,Best experience I've had because my feedback gets acted on quickly. Please look into it.
R106375,2025-07-02,Sales,4,8,Genuinely love working here because my feedback gets acted on quickly. Needs to change soon.
R104413,2025-10-15,Sales,1,1,Not a great experience at all because the tools crash constantly. Would recommend.
R102763,2025-03-30,Operations,4,7,So impressed with the support because onboarding was smooth and friendly. Needs to change soon.
R102611,2025-08-25,Engineering,5,9,SO IMPRESSED WITH THE SUPPORT BECAUSE ONBOARDING WAS SMOOTH AND FRIENDLY. HOPE IT STAYS THIS WAY.
R107681,2025-03-03,Operations,5,10,Best experience I've had because leadership is transparent. Hope it stays this way.
R106840,2025-03-27,Operations,3,6,"Could go either way because good people, unclear direction. Hope it stays this way."
R105017,2025-06-30,Operations,1,2,Really unhappy with the situation because nobody responds to my requests.
R106637,2025-05-03,Engineering,1,1,Not a great experience at all because workload is overwhelming and unfair. Thanks for asking.
R105756,2025-08-11,Support,5,8,So impressed with the support because onboarding was smooth and friendly.
R107013,2025-06-01,Marketing,5,8,Best experience I've had because my feedback gets acted on quickly. Would recommend.
R105241,2025-10-31,Sales,4,9,The team is fantastic because my feedback gets acted on quickly.
R107278,2025-08-26,Sales,5,10,Best experience I've had because my feedback gets acted on quickly. Hope it stays this way.
R106008,2025-01-17,Engineering,2,4,Pretty let down lately because communication is terrible. Hope it stays this way.
R105989,2025-09-13,Support,3,5,Could go either way because improving slowly but still gaps. Thanks for asking.
R100636,2025-12-05,Support,5,8,So impressed with the support because great work-life balance. Would reccomend.
R103293,2025-04-27,Sales,4,9,Couldn't ask for a better setup because my feedback gets acted on quickly. Needs to change soon.
R104313,2025-12-09,Sales,2,2,teh whole thing feels broken because managment ignores our concerns. Please look into it.
R104144,2025-01-19,Engineering,5,9,Genuinely love working here because the tools we use are reliable. Would reccomend.
R105315,2025-11-06,Engineering,2,3,I keep running into problems because workload is overwhelming and unfair. Please look into it.
R106121,2025-12-13,People,5,9,Genuinely love working here because communication is clear and helpful.
R102157,2025-12-19,Support,3,6,"Not bad, not great because improving slowly but still gaps. Thanks for asking."
R103190,2025-06-14,Support,4,7,EVERYTHING HAS BEEN EXCELLENT BECAUSE MY FEEDBACK GETS ACTED ON QUICKLY.
R102063,2025-06-10,Sales,4,8,Everything has been excellent because the tools we use are reliable.
R105901,2025-06-15,People,4,8,
R107907,2025-08-01,Operations,4,7,Best experience I've had because the tools we use are reliable.
R102166,2025-08-24,Engineering,5,8,Couldn't ask for a better setup because great work-life balance. Hope it stays this way.
R103632,2025-12-06,Operations,4,9,
R105291,2025-11-27,People,1,1,The whole thing feels broken because the tools crash constantly. Please look into it.
R105710,2025-08-09,Marketing,3,5,Mixed feelings honestly because decent tools but slow processes. Would recommend.
R102375,2025-02-12,Marketing,1,1,The whole thing feels broken because workload is overwhelming and unfair.
R105074,2025-02-21,Marketing,2,4,Honestly disappointed because workload is overwhelming and unfair. Needs to change soon.
R103872,2025-06-09,Support,5,10,Best experience I've had because the managers actually listen. That's my honest take.
R107235,2025-12-20,Support,5,8,Everything has been excellent because the tools we use are reliable. That's my honest take.
R102577,2025-05-16,Marketing,1,0,This has been frustrating because the tools crash constantly.
R104385,2025-03-11,Support,2,4,Really unhappy with the situation because nobody responds to my requests. Please look into it.
R106711,2025-07-06,Engineering,5,8,Genuinely love working here because leadership is transparent. Please look into it.
R103565,2025-04-19,Support,4,8,The team is fantastic because my feedback gets acted on quickly.
R102391,2025-12-17,Engineering,3,4,Average experience so far because a few things work well but others need attention. Needs to change soon.
R100177,2025-07-10,People,1,2,
R107184,2025-09-02,Engineering,5,9,REALLY HAPPY WITH HOW THINGS ARE GOING BECAUSE THE MANAGERS ACTUALLY LISTEN. THAT'S MY HONEST TAKE.
R104317,2025-05-14,People,5,9,Really happy with how things are going because the tools we use are reliable. Needs to change soon.
R107967,2025-11-06,Operations,5,10,Everything has been excellent because the managers actually listen. Needs to change soon.
R102510,2025-02-21,Operations,5,8,Everything has been excellent because the tools we use are reliable.
R106786,2025-04-09,Sales,4,8,Everything has been excellent because the tools we use are reliable. Needs to change soon.
R105865,2025-04-04,Sales,4,9,Best experience I've had because communication is clear and helpful. That's my honest take.
R107569,2025-11-11,Sales,5,10,Couldn't ask for a better setup because the managers actually listen. Would reccomend.
R104007,2025-04-30,Engineering,4,7,Genuinely love working here because onboarding was smooth and friendly. Would recommend.
R107494,2025-06-16,People,4,9,Best experience I've had because my feedback gets acted on quickly.
R100430,2025-09-25,Engineering,5,8,Couldn't ask for a better setup because my feedback gets acted on quickly.
R103982,2025-01-23,Support,3,4,"Some good, some bad because good people, unclear direction. Would recommend."
R102395,2025-06-05,Support,2,2,I keep running into problems because nobody responds to my requests.
R103850,2025-07-25,Engineering,4,7,Really happy with how things are going because communication is clear and helpful. That's my honest take.
R104682,2025-12-18,Marketing,5,9,The team is fantastic because leadership is transparent. Would recommend.
R104353,2025-08-16,Sales,4,7,
R101291,2025-07-02,Support,4,9,SO IMPRESSED WITH THE SUPPORT BECAUSE GREAT WORK-LIFE BALANCE.
R104715,2025-07-29,Engineering,1,1,Pretty let down lately because the tools crash constantly. Please look into it.
R102715,2025-05-04,Engineering,5,9,Best experience I've had because my feedback gets acted on quickly. Hope it stays this way.
R106981,2025-06-21,Support,2,4,Honestly disappointed because nobody responds to my requests. Would recommend.
R104606,2025-02-05,Operations,4,8,Best experience I've had because my feedback gets acted on quickly. Thanks for asking.
R107062,2025-06-14,Operations,1,2,This has been frustrating because communication is terrible. Needs to change soon.
R104507,2025-07-11,Support,4,9,Best experience I've had because leadership is transparent. Would recommend.
R107870,2025-04-04,People,1,2,This has been frustrating because management ignores our concerns. Please look into it.
R102644,2025-03-16,Engineering,3,6,MIXED FEELINGS HONESTLY BECAUSE A FEW THINGS WORK WELL BUT OTHERS NEED ATTENTION. WOULD RECOMMEND.
R103817,2025-07-25,Support,2,4,This has been frustating because workload is overwhelming and unfair. Hope it stays this way.
R103034,2025-10-23,Engineering,5,9,The team is fantastic because onboarding was smooth and friendly. Please look into it.
R105560,2025-06-04,Support,5,8,Really happy with how things are going because the tools we use are reliable. Would recommend.
R104466,2025-11-22,Engineering,4,9,Couldn't ask for a better setup because onboarding was smooth and friendly. Thanks for asking.
R101682,2025-12-18,Engineering,4,8,The team is fantastic because the managers actually listen. Needs to change soon.
R101065,2025-02-11,Support,2,3,Not a great experience at all because promises are never kept. That's my honest take.
R102646,2025-11-14,Operations,4,8,Everything has been excellent because my feedback gets acted on quickly. Would recommend.
R103138,2025-11-21,Engineering,5,8,Best experience I've had because the tools we use are reliable.
R105396,2025-03-18,Engineering,4,9,Best experience I've had because leadership is transparent. Hope it stays this way.
R102569,2025-05-19,People,4,7,Couldn't ask for a better setup because the managers actually listen. Needs to change soon.
R100965,2025-07-04,Sales,1,2,
R107818,2025-08-31,People,3,5,Mixed feelings honestly because the basics are fine though support lags. Please look into it.
R106429,2025-04-28,Engineering,4,8,Everything has been excellent because leadership is transparent. Please look into it.
R105747,2025-09-17,Sales,3,4,Average experience so far because the basics are fine though support lags. Hope it stays this way.
R102487,2025-05-24,Marketing,4,9,BEST EXPERIENCE I'VE HAD BECAUSE MY FEEDBACK GETS ACTED ON QUICKLY. HOPE IT STAYS THIS WAY.
R106854,2025-08-22,Support,1,0,The whole thing feels broken because nobody responds to my requests. Would recommend.
R101743,2025-08-24,Marketing,4,7,Genuinely love working here because leadership is transparent. Hope it stays this way.
R103205,2025-09-25,Sales,4,8,realy happy with how things are going because onboarding was smooth and friendly. That's my honest take.
R107364,2025-03-12,Sales,5,10,Couldn't ask for a better setup because the tools we use are reliable. Thanks for asking.
R107836,2025-02-01,Marketing,4,7,Everything has been excellent because the managers actually listen. Thanks for asking.
R104220,2025-07-25,People,1,1,The whole thing feels broken because communication is terrible. Would recommend.
R101616,2025-10-06,Sales,1,0,This has been frustrating because the tools crash constantly. That's my honest take.
R104762,2025-01-30,Engineering,1,0,
R103801,2025-09-27,Support,4,9,So impressed with teh support because onboarding was smooth and friendly. Thanks for asking.
R105275,2025-11-26,Engineering,3,4,Could go either way because decent tools but slow processes. Thanks for asking.
R103991,2025-12-06,Marketing,3,4,"Some good, some bad because decent tools but slow processes. Thanks for asking."
R101257,2025-07-11,People,1,2,Not a great experiance at all because managment ignores our concerns. Hope it stays this way.
R104672,2025-06-04,Operations,3,5,"IT'S OKAY OVERALL BECAUSE FINE DAY TO DAY, FRUSTRATING AT MONTH-END. WOULD RECOMMEND."
R105840,2025-08-28,Engineering,3,6,
R105510,2025-12-11,Sales,3,4,
R100873,2025-11-23,Support,5,9,GENUINELY LOVE WORKING HERE BECAUSE LEADERSHIP IS TRANSPARENT. WOULD RECOMMEND.
R101404,2025-04-01,Engineering,5,9,The team is fantastic because onboarding was smooth and friendly. Please look into it.
R101482,2025-05-18,Operations,4,8,Everything has been excellent because great work-life balance. Needs to change soon.
R104776,2025-06-26,Operations,3,5,"It's okay overall because fine day to day, frustrating at month-end. Hope it stays this way."
R107690,2025-09-11,Marketing,4,7,BEST EXPERIENCE I'VE HAD BECAUSE ONBOARDING WAS SMOOTH AND FRIENDLY.
R103959,2025-05-01,Engineering,2,4,Not a great experience at all because management ignores our concerns. Needs to change soon.
R105736,2025-06-27,Operations,4,7,The team is fantastic because communication is clear and helpful. Thanks for asking.
R101600,2025-06-19,People,4,8,Genuinely love working here because communication is clear and helpful.
R105888,2025-04-15,Operations,2,2,Pretty let down lately because communication is terrible. Needs to change soon.
R100029,2025-01-28,Sales,5,9,EVERYTHING HAS BEEN EXCELLENT BECAUSE LEADERSHIP IS TRANSPARENT. THAT'S MY HONEST TAKE.
R100800,2025-10-20,Support,1,2,Pretty let down lately because communication is terrible. Thanks for asking.
R102134,2025-03-25,Engineering,3,4,It's okay overall because decent tools but slow processes. Thanks for asking.
R106276,2025-10-27,Operations,3,5,"Some good, some bad because decent tools but slow processes. That's my honest take."
R100163,2025-11-25,Sales,4,7,
R102860,2025-10-06,Support,3,6,"Could go either way because good people, unclear direction. Please look into it."
R105211,2025-03-10,Operations,4,9,Best experience I've had because my feedback gets acted on quickly. Please look into it.
R101903,2025-02-26,Operations,5,9,Genuinely love working here because onboarding was smooth and friendly. That's my honest take.
R104445,2025-07-31,Support,4,8,So impressed with the support because leadership is transparent. Hope it stays this way.
R103726,2025-07-17,Support,3,5,"Not bad, not great because good people, unclear direction. Please look into it."
R106837,2025-12-23,Engineering,5,10,
R101492,2025-12-04,Marketing,5,10,Genuinely love working here because great work-life balance. Would recommend.
R103529,2025-09-19,Marketing,3,4,"Not bad, not great because good people, unclear direction."
R107510,2025-07-11,Operations,4,9,So impressed with the support because onboarding was smooth and friendly. Please look into it.
R101367,2025-08-13,Engineering,4,9,The team is fantastic because communication is clear and helpful. Needs to change soon.
R102358,2025-11-26,People,3,6,"Mixed feelings honestly because fine day to day, frustrating at month-end. Please look into it."
R106437,2025-04-09,Support,5,9,Everything has been excellent because communication is clear and helpful. Thanks for asking.
R104509,2025-01-29,Engineering,2,3,This has been frustating because workload is overwhelming and unfair.
R104658,2025-08-25,Marketing,2,4,HONESTLY DISAPPOINTED BECAUSE NOBODY RESPONDS TO MY REQUESTS. PLEASE LOOK INTO IT.
R107726,2025-12-06,Operations,2,3,Pretty let down lately because the tools crash constantly. Hope it stays this way.
R100984,2025-02-12,Support,5,10,Best experience I've had because the tools we use are reliable. Would recommend.
R104211,2025-07-14,Engineering,5,9,Couldn't ask for a better setup because my feedback gets acted on quickly. Needs to change soon.
R102017,2025-11-10,Marketing,3,4,"Not bad, not great because improving slowly but still gaps. That's my honest take."
R105518,2025-11-25,Marketing,5,10,The team is fantastic because the tools we use are reliable.
R101028,2025-08-05,Operations,3,4,Average experience so far because improving slowly but still gaps. Hope it stays this way.
R101556,2025-04-22,Support,4,7,BEST EXPERIENCE I'VE HAD BECAUSE MY FEEDBACK GETS ACTED ON QUICKLY. THANKS FOR ASKING.
R100037,2025-02-04,People,1,2,Pretty let down lately because promises are never kept. Hope it stays this way.
R101907,2025-03-23,Operations,2,2,Honestly disappointed because communication is terrible. Hope it stays this way.
R100134,2025-12-02,Sales,3,6,Mixed feelings honestly because a few things work well but others need attention. Please look into it.
R107432,2025-06-06,Marketing,5,9,Best experience I've had because onboarding was smooth and friendly. Needs to change soon.
R101685,2025-07-29,Operations,3,4,"Mixed feelings honestly because fine day to day, frustrating at month-end. Hope it stays this way."
R106985,2025-02-08,Sales,4,7,The team is fantastic because communication is clear and helpful. Would recommend.
R105363,2025-07-02,Support,2,2,Not a great experience at all because the process is slow and confusing. Needs to change soon.
R102459,2025-12-06,Sales,4,7,Really happy with how things are going because the tools we use are reliable. Thanks for asking.
R103947,2025-04-04,Engineering,5,10,Everything has been excellent because communication is clear and helpful. Please look into it.
R105735,2025-07-07,Sales,3,6,Mixed feelings honestly because improving slowly but still gaps. That's my honest take.
R106562,2025-06-29,Support,4,8,Best experience I've had because the tools we use are reliable. Hope it stays this way.
R101422,2025-07-31,Operations,4,9,Couldn't ask for a better setup because my feedback gets acted on quickly. That's my honest take.
R100072,2025-03-23,Marketing,4,9,Everything has been excellent because my feedback gets acted on quickly. Please look into it.
R103340,2025-11-30,Support,3,5,Mixed feelings honestly because improving slowly but still gaps. Needs to change soon.
R106750,2025-01-30,Operations,1,2,The whole thing feels broken because the process is slow and confusing.
R107702,2025-05-27,Marketing,4,7,Really happy with how things are going because great work-life balance.
R107436,2025-05-31,Support,2,4,This has been frustrating because the process is slow and confusing. Needs to change soon.
R104505,2025-05-06,People,2,2,Not a great experience at all because workload is overwhelming and unfair. Please look into it.
R104499,2025-10-05,Engineering,5,9,Everything has been excellent because communication is clear and helpful. That's my honest take.
R100225,2025-11-08,Engineering,5,8,Couldn't ask for a better setup because the tools we use are reliable. Would recommend.
R105567,2025-10-15,Support,5,8,So impressed with the support because the tools we use are reliable. Please look into it.
R100748,2025-05-15,Marketing,4,7,Genuinely love working here because the tools we use are reliable. Thanks for asking.
R100582,2025-08-20,Support,1,0,Honestly disappointed because workload is overwhelming and unfair.
R103452,2025-07-23,People,5,9,Really happy with how things are going because great work-life balance. That's my honest take.
R104814,2025-10-08,Engineering,5,8,
R101775,2025-08-19,Sales,2,4,I keep running into problems because management ignores our concerns.
R104191,2025-03-04,Engineering,4,7,GENUINELY LOVE WORKING HERE BECAUSE COMMUNICATION IS CLEAR AND HELPFUL. THAT'S MY HONEST TAKE.
R103117,2025-10-29,Support,5,8,Couldn't ask for a better setup because great work-life balance. That's my honest take.
R107533,2025-10-06,Operations,5,8,
R104343,2025-10-02,Engineering,2,3,I keep running into problems because promises are never kept. Please look into it.
R104240,2025-02-04,Engineering,5,9,Genuinely love working here because my feedback gets acted on quickly. Needs to change soon.
R101767,2025-01-14,Sales,5,9,The team is fantastic because onboarding was smooth and friendly. Hope it stays this way.
R102257,2025-02-08,Operations,1,1,The whole thing feels broken because promises are never kept. Needs to change soon.
R101164,2025-11-17,People,5,8,Best experience I've had because my feedback gets acted on quickly. That's my honest take.
R106563,2025-08-18,Sales,2,2,Pretty let down lately because the process is slow and confusing. Thanks for asking.
R100247,2025-11-10,Marketing,2,2,realy unhappy with teh situation because comunication is terrible. Please look into it.
R105739,2025-01-19,Engineering,5,9,Best experience I've had because my feedback gets acted on quickly. Thanks for asking.
R105670,2025-04-03,Marketing,5,9,
R100590,2025-11-02,Marketing,5,9,Genuinely love working here because my feedback gets acted on quickly. That's my honest take.
R101448,2025-03-09,People,4,7,Best experience I've had because great work-life balance. Needs to change soon.
R107964,2025-04-30,Operations,5,9,
R106156,2025-05-24,Engineering,4,8,Genuinely love working here because onboarding was smooth and friendly.
R101987,2025-04-08,Marketing,3,4,
R102217,2025-02-03,Support,1,0,This has been frustrating because promises are never kept. Would recommend.
R106647,2025-04-30,Engineering,1,2,Not a great experiance at all because comunication is terrible. Please look into it.
R106561,2025-10-14,Operations,3,5,It's okay overall because a few things work well but others need attention. Hope it stays this way.
R100138,2025-02-21,Engineering,4,8,Really happy with how things are going because communication is clear and helpful. That's my honest take.
R105737,2025-01-16,Support,3,6,It's okay overall because a few things work well but others need attention. Needs to change soon.
R104053,2025-02-14,Sales,3,5,"SOME GOOD, SOME BAD BECAUSE IMPROVING SLOWLY BUT STILL GAPS. PLEASE LOOK INTO IT."
R105878,2025-03-15,Marketing,3,5,"Some good, some bad because decent tools but slow processes. Thanks for asking."
R100273,2025-01-24,Support,4,8,Genuinely love working here because communication is clear and helpful. That's my honest take.
R104904,2025-04-11,Engineering,4,9,The team is fantastic because my feedback gets acted on quickly. Please look into it.
R101179,2025-03-07,Support,1,1,
R105226,2025-07-07,Engineering,5,9,So impressed with the support because communication is clear and helpful. Thanks for asking.
R103781,2025-12-15,Sales,4,7,realy happy with how things are going because onboarding was smooth and friendly.
R101011,2025-10-24,Support,5,10,Genuinely love working here because onboarding was smooth and friendly. Needs to change soon.
R100298,2025-08-07,Engineering,5,8,Couldn't ask for a better setup because great work-life balance. Would recommend.
R101851,2025-12-27,Sales,1,1,This has been frustrating because the process is slow and confusing. That's my honest take.
R104360,2025-02-24,People,3,5,Could go either way because the basics are fine though support lags. Please look into it.
R107511,2025-03-10,Marketing,4,9,Best experience I've had because leadership is transparent. Needs to change soon.
R107743,2025-09-07,Support,4,7,Really happy with how things are going because leadership is transparent. Thanks for asking.
R102065,2025-05-02,Support,4,7,So impressed with the support because my feedback gets acted on quickly. Hope it stays this way.
R105562,2025-01-30,Support,4,9,So impressed with the support because leadership is transparent. Needs to change soon.
R100153,2025-12-12,Engineering,5,9,Really happy with how things are going because my feedback gets acted on quickly.
R105945,2025-01-14,Support,5,10,Everything has been excellent because the managers actually listen. Would recommend.
R103039,2025-12-09,Engineering,5,10,Best experience I've had because communication is clear and helpful. Hope it stays this way.
R107416,2025-04-19,Sales,3,6,"Some good, some bad because a few things work well but others need attention. Hope it stays this way."
R105036,2025-11-09,Engineering,3,5,"Mixed feelings honestly because good people, unclear direction. Needs to change soon."
R101282,2025-12-23,Marketing,1,0,Not a great experience at all because workload is overwhelming and unfair. Please look into it.
R103899,2025-03-30,Marketing,5,8,Genuinely love working here because my feedback gets acted on quickly. Thanks for asking.
R100410,2025-07-22,Engineering,2,4,Pretty let down lately because management ignores our concerns. That's my honest take.
R105760,2025-04-01,Sales,5,9,Everything has been excellent because onboarding was smooth and friendly. Thanks for asking.
R106466,2025-12-27,Engineering,5,10,Everything has been excellent because the managers actually listen. Thanks for asking.
R101477,2025-11-14,Engineering,3,4,It's okay overall because a few things work well but others need attention.
R104453,2025-06-13,Support,5,10,Couldn't ask for a better setup because leadership is transparent. Please look into it.
R106197,2025-12-02,Marketing,4,7,Really happy with how things are going because the tools we use are reliable.
R103140,2025-06-08,Sales,5,9,Really happy with how things are going because my feedback gets acted on quickly. Hope it stays this way.
R102595,2025-11-06,Support,1,1,Not a great experience at all because communication is terrible. That's my honest take.
R103969,2025-07-15,People,3,5,"Could go either way because good people, unclear direction. Please look into it."
R101998,2025-11-05,Support,5,9,Couldn't ask for a better setup because great work-life balance. Thanks for asking.
R107349,2025-05-15,Operations,4,8,So impressed with the support because onboarding was smooth and friendly. Would reccomend.
R106444,2025-06-30,Engineering,3,5,"It's okay overall because good people, unclear direction. Would recommend."
R103591,2025-06-13,Marketing,1,0,THIS HAS BEEN FRUSTRATING BECAUSE PROMISES ARE NEVER KEPT. THANKS FOR ASKING.
R105278,2025-10-10,Operations,2,4,I keep running into problems because workload is overwhelming and unfair. Would recommend.
R102344,2025-09-04,Support,4,8,So impressed with the support because the managers actually listen. Please look into it.
R100343,2025-07-23,Sales,3,6,It's okay overall because decent tools but slow processes. Please look into it.
R100030,2025-02-25,Engineering,5,8,The team is fantastic because communication is clear and helpful. Hope it stays this way.
R100969,2025-03-25,Operations,3,6,It's okay overall because the basics are fine though support lags. Hope it stays this way.
R103244,2025-11-10,Engineering,3,4,"Not bad, not great because fine day to day, frustrating at month-end. Hope it stays this way."
R102362,2025-03-08,Support,5,8,Best experience I've had because leadership is transparent. That's my honest take.
R105091,2025-10-30,Engineering,2,2,The whole thing feels broken because comunication is terrible. Thanks for asking.
R105871,2025-04-16,Marketing,3,5,Could go either way because a few things work well but others need attention. Would recommend.
R103908,2025-11-26,Support,4,8,Best experience I've had because great work-life balance. Needs to change soon.
R107082,2025-03-26,Engineering,5,10,So impressed with the support because the tools we use are reliable. Would recommend.
R106912,2025-12-07,Sales,4,7,The team is fantastic because communication is clear and helpful. Needs to change soon.
R104274,2025-11-12,Support,5,9,Really happy with how things are going because leadership is transparent. Please look into it.
